	"983-2 (replicate)"	"983-1"	"V + X12"	"P2 + X12"	"P2 + X24"	"NE + X24"
33942_Bub1b	-0.518646	-1.29573	-0.608529	-0.96213	-0.726959	-0.0798935
33966_Hspb3	0.184714	0.139515	-0.165716	-0.469865	-0.76399	-0.0285278
34194_Olr232_predicted	-0.0380833	-0.322845	0.112004	0.775611	0.361147	0.33722
34232_TC549700	0.173185	0.108725	0.388559	-0.0863531	0.749235	0.223784
34241_AW142659	0.0110006	0.0927506	-0.0849287	-0.784001	-0.646499	-0.127247
34270_Slc17a6	-0.288121	-0.412592	0.00791285	0.707813	0.194965	0.0395992
34285_LOC360228	-0.0266214	-0.295246	0.275501	0.446075	0.403542	-0.831226
34306_A_44_P832271	-0.429657	-0.155192	-0.334182	0.857072	-0.0440338	-0.132857
34317_Slc13a3	-0.372245	0.0981909	0.765669	0.232509	-0.120285	0.145908
34334_Prkcb1	0.438674	-0.0571775	-0.323959	-0.55274	-0.769292	-0.00151728
34434_Cdca1	-0.297747	-1.10996	-0.341523	-0.807371	-0.635375	-0.0373499
34472_Adh6a_predicted	0.0830496	0.222179	0.219262	0.214552	0.531468	-0.894124
34517_BF557240	-0.12992	-0.179977	-0.0860171	-0.747026	-0.54816	0.0458152
34530_Calcb	-0.623126	-0.941111	-0.127273	0.449323	0.475658	-0.754497
34544_Alx3	-0.410643	-0.186564	-0.313309	0.854015	-0.165943	-0.0929892
34580_XM_580072	0.0478047	0.330718	0.442986	0.625347	0.916213	0.242386
34771_Fbn2	0.0156968	-0.103646	0.143508	-0.700635	-0.866783	-0.140386
34775_Ccl2	0.731282	0.952599	0.230882	-0.752157	-0.633387	-0.0996997
34787_Gpr153	-0.0862834	-0.235619	0.0643137	-0.613496	-0.724685	-0.24347
34832_Krt1-19	-0.780466	-0.988371	-0.171005	-0.783235	-0.778448	-0.102669
34899_Rhoa	-0.363078	-0.0166297	-0.843027	-0.241812	-0.139849	-0.0731373
34930_BG153336	-0.00848197	-0.07201	0.0364629	-0.10022	0.0695867	0.745027
35006_Myh7	-0.840343	-0.442659	-0.301659	0.096744	0.25754	-0.168679
35011_Has2	0.0997912	-0.00459922	-0.0458304	-0.722877	-1.2433	0.0397056
35059_Ccl20	-0.781826	-1.36756	-0.0468452	-0.730754	-0.392391	-0.632114
35061_Ggt1	-0.633542	-0.837668	0.141854	0.172817	0.736635	0.00541174
35074_Prkcb1	0.456681	-0.0653522	-0.323294	-0.547868	-0.716289	-0.0081307
35106_RGD1309926_predicted	-0.311134	-0.154839	-0.22059	0.720499	0.00823726	-0.0286888
35160_TC551538	0.0419594	-0.13114	0.22786	0.4259	0.698977	0.102412
35161_TC527939	0.0348817	0.0538562	0.00584875	-0.73706	-0.544346	-0.238235
35236_RGD1309038	-0.381407	-0.194914	-0.278878	0.827119	-0.00490615	-0.0965976
35266_Nt5e	-0.487537	-0.739024	-0.0424043	0.00439277	0.0612257	-0.11911
35295_AA819652	-0.378349	-0.182015	-0.296198	0.862966	-0.039755	-0.0939923
35304_Ms4a11_predicted	0.744831	0.969071	-0.0294469	-0.0482032	-0.386655	0.274991
35391_Ptprb_predicted	-0.0300469	0.129679	0.30827	0.639193	0.702214	0.118678
35657_Arrdc3	0.0139368	-0.00790046	0.18828	0.471422	0.719021	0.0634606
35835_Dapk1_predicted	0.120572	0.141286	0.298853	0.452646	0.774211	-0.0981317
35861_XM_214203	-0.207025	-0.229888	-0.02682	-0.701425	-0.673529	0.0616973
35972_RGD1309350_predicted	0.0222951	-0.0251196	0.00396312	-0.629407	-0.704946	-0.0226915
36011_Pip	-0.917475	-1.07824	0	0.376105	0	-0.292253
36087_RGD1566137_predicted	-0.272108	-0.313031	0.0791807	0.71945	0.813945	-0.127335
36111_Ccl7	0.209627	0.457077	0.306176	-0.570777	-0.922306	0.300056
36137_Dnah7	-0.145595	-0.382269	0.112316	0.724737	0.247397	0.160545
36143_LOC310926	0.707812	0.506905	0.0186191	-0.401405	-0.540754	-0.0855645
36307_Tcea2	-0.342529	-0.176234	-0.323331	0.829658	-0.112632	-0.151657
36324_Spp1	0.0139903	0.320291	0.552912	0.715898	0.664086	1.20648
36406_LOC686820	-0.860405	-0.899964	-0.0834574	0.243741	0.152324	0.0431073
36562_Prkcb1	0.459447	-0.0663557	-0.32287	-0.555263	-0.766499	0.00042451200000003
36802_TC557848	-0.0598279	0.119858	0.0687231	0.564907	0.786967	-0.163066
36833_LOC301334	-0.341032	-0.166668	-0.278099	0.819197	-0.0586403	-0.123626
36866_RGD1563547_predicted	-0.689612	-0.908543	0.142882	-0.295838	-0.182775	-0.251022
36879_Clec4a1	0.801782	0.500689	-0.07346	-0.182441	-0.142278	0.423529
36926_Gjb2	0.0694935	0.101733	-0.516114	-1.43945	-1.70105	0.152318
36959_Olr312_predicted	-0.431666	-0.168664	-0.335923	0.856463	-0.0477121	-0.0957081
37091_Txnip	0.0144216	-0.115028	0.164953	0.460186	0.737461	-0.0471512
37153_Glul	-0.0156345	0.0545212	0.189717	0.732506	0.792534	-0.183153
37186_AABR03028253	-0.458384	-0.156214	-0.326761	0.812894	-0.0475935	-0.125659
37191_Ccnd1	0.612409	0.613155	0.448632	-0.885345	-0.83461	0.403428
37210_G1p2_predicted	0.706256	0.949494	0.556976	0.0200971	-0.0563148	0.561845
37217_TC529691	-0.52787	-0.917528	0.0742759	0.854368	0.745285	0.349344
37339_Ehd1	-0.341946	-0.178873	-0.297582	0.844915	-0.0605705	-0.138686
37341_CK469557	-0.40939	-0.1972	-0.383674	0.866562	-0.125238	-0.215915
37399_Ccl2	0.754396	0.976177	0.225243	-0.781116	-0.622626	-0.121709
37418_Ccl7	0.223498	0.505935	0.335465	-0.587576	-1.02627	0.354366
37609_TC525601	-0.0381249	0.0756133	0.0368035	-0.541292	-0.736558	-0.0148271
37690_LOC681869	0.299864	0.140032	-0.153227	-0.807064	-0.49729	-0.217819
37710_LOC689230	-0.134073	0.14498	-0.319801	-1.43972	-1.66583	0.603874
37771_BF547220	-0.430704	-0.167365	-0.331441	0.887569	-0.0604692	-0.129389
37882_Spbc25	-0.265973	-0.930875	-0.36155	-0.711211	-0.842603	-0.0764075
37891_RGD1306927_predicted	0.0307211	-0.133367	-0.425094	-1.07754	-1.10457	-0.101064
37942_Tnfrsf11b	0.360304	0.175245	-0.242405	-1.17381	-1.0713	-0.797842
37952_Pde4d	-0.143538	0.174896	-0.137679	0.867402	0.913846	-0.274432
38035_Gbp2	0.478539	0.831391	0.245315	-0.136914	-0.278401	0.343743
38111_Tead2_mapped	-0.189124	-0.194941	-0.254473	-0.762233	-0.504207	-0.1193
38144_C5r1	0.888612	0.522902	0.13311	-0.155419	-0.145845	0.332219
38238_BI395793	0.100468	-0.0214083	0.649963	0.846741	0.983859	0.532788
38319_Anxa5	-0.0028725499999999	-0.0984872	-0.11358	-0.625756	-0.709729	-0.241174
38345_RGD1559932_predicted	-0.381317	-0.179244	-0.320399	0.70298	0.00720506	-0.0815557
38372_Golt1b_predicted	0.217889	0.188956	0.0301922	-0.726354	-0.475376	-0.0898264
38383_AI011505	0.152086	0.264778	0.324948	0.539539	0.839276	-0.0192955
38421_ENSRNOT00000035902	-0.332082	-0.16723	-0.336236	0.700289	0.0169769	-0.0885314
38435_Ccl11	-0.360968	-0.29073	-0.338285	0.875946	-0.0844928	-0.176769
38461_Ccl2	0.749526	0.9773	0.221569	-0.79142	-0.64358	-0.106511
38522_S100a9	-0.252325	0.306616	-0.0249594	-0.410522	-0.721458	1.08691
38548_Timp1	0.434248	0.520339	0.0384028	-0.11691	-0.165074	0.821838
38580_Krt2-5	0.0684183	0.0284185	-0.0573924	-0.67944	-0.705598	0.0662092
38603_Krt1-4	-0.482161	-0.786013	0.269292	0.0232887	0.15828	0.0440324
38634_Add1	-0.413945	-0.198086	-0.373109	0.84878	-0.0921766	-0.171606
38654_Purg_predicted	-0.414529	-0.192739	-0.330705	0.826765	-0.0569472	-0.137295
38682_TC525352	-0.105318	-0.0543113	0.0741276	0.977498	0.909584	0.175599
38751_Gal	-0.123037	-0.111539	0.157553	0.704509	0.609377	0.0134538
38772_TC527065	0.796882	0.335208	0.231209	-0.421518	-0.157666	0.501547
38797_LOC689755	0.0552767	-0.0675813	-0.134675	-0.580458	-0.72091	0.0634256
38813_Olr559_predicted	-0.314887	-0.301512	0.0484734	0.717043	0.396651	0.263092
38818_A_44_P473603	0.0812524	0.0964674	-0.0919351	-0.702723	-0.620854	-0.117964
38851_Wfdc2	-0.816788	-0.790935	0.0892947	-0.124559	-0.105859	0.0354155
38880_Top2a	-0.221021	-0.848371	-0.371125	-0.759546	-0.746112	-0.0271582
38945_A_44_P582605	-0.196999	-0.709562	-0.41459	-0.665559	-0.508943	-0.0575038
38973_RGD1566252_predicted	-0.502348	-1.32299	-0.580029	-0.749259	-0.654618	-0.15355
39021_Gap43	-0.262631	-0.509888	-0.105607	-0.341433	-0.801283	0.0301796
39026_Nkx3-1	-0.360712	-0.175331	-0.336148	0.758275	-0.0421573	-0.105776
39083_Kb39	-0.0952925	0.0117705	0.0630154	0.00196967	0.0296369	-0.824466
39135_Cyp2e1	-0.407735	-0.77696	-0.0686392	-0.559119	-0.189307	-0.999105
39147_TC525855	-0.944879	-0.888531	0.308734	0.676428	0.643763	0.0444461
39208_AA900845	-0.247228	-0.0435031	-0.171605	0.701531	0.0148647	-0.130997
39270_TC540296	-0.233386	-0.0608122	0.0768876	0.535122	0.813123	0.0733267
39352_Cd3g	0.188481	-0.194431	-0.376144	-0.297953	-0.836483	-0.48227
39371_Rkhd1_predicted	-0.410779	-0.274997	-0.332277	-0.82205	-0.502815	-0.245284
39373_A_44_P295610	-0.422205	-0.162655	-0.34692	0.776091	-0.0514788	-0.115963
39378_XM_217175	0.0131221	-0.87272	-0.457874	-0.955084	-0.991028	-0.0649662
39393_TC549896	0.40577	0.513773	0.154107	-0.882279	-0.766892	0.1709
39394_DV718661	0.0475951	0.144158	-0.0613133	-0.803973	-0.780287	-0.0733709
39436_AI113042	-0.374993	-0.173736	-0.34037	0.738202	-0.0428593	-0.123613
39455_Cldn9	-0.226293	-0.0918033	0.268391	0.81731	0.494651	0.0444064
39541_Ltb	0.128579	-0.127792	-0.277774	-0.429849	-0.711661	-0.232938
39586_Wisp1	0.607311	0.585784	0.201972	-0.710221	-0.873812	-0.100043
39667_Cxcl2	-0.450474	-0.57934	0.32053	1.17895	0.634598	0.132571
39686_RGD1308747_predicted	-0.701547	-0.940812	-0.165548	-0.753155	-0.337138	-0.136015
39746_LOC683313	0.299056	0.262656	-0.167002	-0.680299	-0.765478	1.06381
39793_Fgfbp1	-0.0153957	-0.116193	-0.345635	-1.07272	-0.933858	-0.294193
39874_Gip	0.886081	1.21894	0.804488	0.302725	0.305022	0.79771
39895_AA956471	-0.475326	-0.143892	-0.394528	0.748797	-0.0889513	-0.152233
39902_TC550656	-0.145674	0.181627	-0.159427	-1.24452	-0.786022	-0.0396844
40112_LOC364427	-0.459447	-0.143089	-0.276838	0.717848	0.0281082	-0.0747829
40209_Nr4a1	-0.126381	0.246707	-0.384635	0.050576	-0.325903	-0.788575
40277_Lmna	-0.0374389	-0.00226279	-0.00149912	-0.704766	-0.632219	-0.10047
40298_Rnase11	-0.420458	-0.212575	-0.354725	0.822991	-0.0516424	-0.146544
40329_Gal	-0.0977851	-0.0908565	0.110787	0.703231	0.591393	0.0390882
40393_Abcb1	0.637028	1.0026	1.05295	0.5255	0.884746	0.759944
40528_Olr183_predicted	-0.365131	-0.164837	-0.249537	0.811035	-0.00111541	-0.0364489
40531_BI294198	-0.305385	-0.138192	-0.236783	0.80431	-0.102402	-0.138118
40555_Lcn2	-0.689183	-1.01931	-0.0551355	0.150366	0.45207	0.263613
40571_RGD1561817_predicted	0.0964877	0.220706	-0.0570629	-0.58415	-0.699125	-0.0286394
40588_TC542673	-0.109392	0.00848281	0.465076	0.610853	1.05378	-0.130869
40656_Tarbp2	0.105251	0.0701459	-0.04199	-0.727989	-0.64693	0.0447182
40691_LOC361098	-0.379866	-0.175648	-0.394185	0.840065	-0.181569	-0.252595
40695_Nrn1	-0.615484	-0.0681922	-0.441482	-0.823598	-0.743565	-0.235386
40729_Ccna2	-0.287417	-1.12017	-0.597397	-1.03864	-1.03962	-0.100358
40768_Fgl2	-0.246206	0.0232	0.0895061	0.712854	0.48003	-0.127993
40787_Dctn5	-0.233963	-0.104421	-0.200905	0.701751	-0.0528588	-0.0936512
40816_Cyp2e1	-0.403731	-0.764064	-0.0538405	-0.510834	-0.199956	-0.973331
40825_RT1-Aw2	-0.054663	-0.792446	-0.132698	-1.06226	-1.09365	-0.282558
40892_Fgg	-0.124743	0.284926	0.14514	-0.0487165	-0.228168	0.786595
40918_Hsd3b1	0.040122	0.204141	-0.120975	-0.627574	-0.739752	-0.298356
40967_Mib1_predicted	-4.3155799999994E-5	-0.0372703	0.00205051	0.356092	0.804644	-0.00141805
41090_XM_344723	-0.384501	-0.208757	-0.382164	0.869412	-0.0789683	-0.210798
41180_TC523275	-0.300832	-0.229888	0.0305723	0.593489	0.910439	-0.220022
41262_RT1-Aw2	-0.0533107	-0.81582	-0.127731	-1.04954	-1.11833	-0.290711
41350_Ap3m1	-0.105557	-0.0810367	-0.0680614	-0.735897	-0.849143	0.0391853
41388_TC566921	-0.064728	-0.079891	0.175389	0.808764	1.13093	-0.0293754
41397_RGD1566127_predicted	-0.114353	-0.248929	-0.331651	-0.846054	-0.864994	0.017902
41495_CB327764	0.134632	0.518543	1.02103	1.14135	1.21524	0.366514
41578_Bnip3	-0.132123	-0.0775627	-0.0591195	0.675075	0.77116	-0.231765
41615_TC547190	-0.156418	-0.161658	-0.528571	-0.75981	-1.03001	-1.12923
41628_Tsc22d3	0.0417723	0.210172	0.21761	0.701947	0.886215	-0.0659921
41651_Racgap1_predicted	-0.417566	-1.13157	-0.52655	-0.784598	-0.80922	-0.2256
41707_Dynll1	-0.103281	-0.0895304	-0.0255345	-0.688452	-0.787186	-0.0726615
41769_Gap43	-0.262964	-0.521682	-0.114092	-0.394614	-0.81439	0.039437
41974_TC558266	-0.391891	-0.197941	-0.422042	0.83288	-0.190254	-0.284562
42022_RGD1565014_predicted	-0.44081	-0.168404	-0.318872	0.756801	-0.0401835	-0.114822
42045_TC523517	0.342703	0.70719	0.105983	0.175311	0.0505488	0.299423
42073_Ivl	0.137039	-0.144208	-0.254405	-0.787758	-0.801786	-0.379898
42095_Spp1	-0.00184314	0.332124	0.541291	0.716784	0.659513	1.20382
42116_Gap43	-0.245895	-0.533558	-0.110672	-0.341782	-0.838456	0.0397306
42139_DV717996	-0.0848173	-0.178348	-0.284577	-0.770406	-0.811056	-0.293124
42214_Ccr5	0.71911	0.672721	-0.149832	-0.32748	-0.775315	0.292678
42353_BF542741	0.73717	0.588671	0.00660255	-0.15609	-0.126495	0.131023
42367_Serpinb3	0.117229	0.25056	-0.387637	-0.836503	-1.2552	0.00329093
42412_A_44_P530108	-0.063685	-0.19763	0.180941	0.732534	0.446062	0.340826
42428_Gap43	-0.258481	-0.510768	-0.0954541	-0.351365	-0.80353	0.0376782
42455_Mx2	0.731951	1.15009	0.176297	-0.193393	-0.927483	0.735791
42457_BF287585	-0.580438	-1.0244	-0.239649	0.0144823	-0.213943	-0.244889
42492_RGD1565197_predicted	-0.220676	-0.319527	0.0257431	0.706223	0.230413	0.0528676
42494_Gjb6	0.0216487	0.0498719	-0.401708	-1.11251	-1.31348	0.240459
42544_AW144408	-0.229083	-0.0930743	-0.101837	-0.400778	-0.758082	-0.021681
42574_XM_232928	-0.437457	-0.177402	-0.347286	0.83311	-0.0585485	-0.138939
42590_Ptprv	0.356755	0.508932	0.881165	-0.237003	-0.0303996	0.71278
42652_Rhoa	-0.366674	-0.0112839	-0.843498	-0.244587	-0.145586	-0.0773036
42682_LOC501925	-0.148801	-0.0120255	0.168706	0.708917	-0.0101229	0.0449859
42706_Tesk2	-0.385717	-0.190068	-0.375019	0.731943	-0.0753847	-0.149305
42708_Dmbt1	-0.847547	-0.941062	0.0664621	-0.0272352	-0.0584628	-0.148783
42875_Ophn1_predicted	-0.0973868	-0.0400727	0.115076	-0.984554	-0.599046	0.105425
42920_Kcnj8	-0.151622	-0.129004	0.0535408	0.795198	0.550244	-0.038444
42929_Ephx1	0.271434	0.394546	0.661439	0.599532	0.746674	0.429086
42942_Mcam	-0.351175	-0.145292	-0.218479	0.729528	-0.0508639	-0.0774361
42971_TC539107	-0.40264	-0.19471	-0.428864	0.856585	-0.171204	-0.262455
42980_XM_231034	-0.625466	-1.05396	0.311635	0.812718	0.951846	-0.366565
43007_Cdc2a	-0.20093	-1.01976	-0.437153	-0.665232	-0.588872	-0.0511205
43022_Ccl2	0.706727	0.964338	0.227346	-0.789187	-0.651225	-0.108777
43035_Rhoa	-0.356285	-0.0134844	-0.851271	-0.23829	-0.159608	-0.0888463
43037_Ppil3	0.0325044	-0.03384	-0.0105111	-0.554867	-0.702495	0.085756
43235_Cyp2c	-0.180419	-0.303186	-0.494889	-0.770451	-0.88172	-0.269207
43293_Myh6	-0.78422	-0.434397	-0.308744	0.0690424	0.243586	-0.168169
43357_BQ201365	-0.396713	-0.195744	-0.348785	0.860547	-0.0798885	-0.150676
43363_Tex10_predicted	-0.209346	-0.2826	0.0129735	0.76499	0.386886	0.277672
43390_AW142560	-0.785688	-0.808624	0.64268	0.188467	0.534344	0.321985
43403_Creld2	0.0810112	0.0929828	0.0188282	-0.715245	-0.685479	0.213772
43479_Pnoc	-0.817937	-0.0453111	0.480046	-0.679816	-0.392261	0.644131
43513_AW915613	-0.399253	-0.180095	-0.356742	0.762137	-0.036294	-0.1237
43551_Gap43	-0.261324	-0.486578	-0.0909518	-0.357588	-0.792271	0.0224857
43569_A_44_P316619	-0.114752	-0.24305	0.00222406	0.718642	0.189964	0.0864987
43756_LOC362682	-0.38682	-0.191837	-0.437011	0.796747	-0.17982	-0.265022
43793_Rhoa	-0.363483	-0.00790311	-0.851817	-0.242958	-0.160977	-0.0834787
43795_AI502035	-0.283993	-0.118848	0.0709451	0.691601	0.818095	-0.281112
43835_LOC498339	-0.415947	-0.178564	-0.397778	0.717591	-0.0692916	-0.127959
43887_XM_228010	-0.347643	-0.159454	-0.269547	0.798111	-0.0462143	-0.116965
44049_TC545836	0.665405	0.58749	0.103124	-0.788523	-0.849839	-0.0866072
44080_Gpr110_predicted	-0.71416	-1.22606	0	-0.0660497	0.424869	0.0301427
44123_Cttnbp2	-0.281986	-0.101363	0.0482724	0.136387	0.709873	0.048535
44292_AW917747	-0.302413	-0.215657	-0.339432	-0.653236	-0.804401	-0.324071
44378_Rp2h_predicted	-0.0102184	0.0787553	-0.209145	0.702008	0.823112	0.0574003
44439_Olr1395_predicted	-0.395777	-0.158609	-0.343777	0.799832	-0.0381035	-0.104468
44491_Prkcb1	0.454214	-0.0548895	-0.319654	-0.5511	-0.755351	-0.0066541
44585_TC524010	-0.432041	-0.195403	-0.363095	0.778622	-0.0720713	-0.14451
44687_Ms4a7_predicted	0.774067	0.508597	-0.46637	-0.66983	-1.21014	0.0545348
44739_Aif1	0.658353	0.45708	-0.116961	-0.462265	-0.849841	0.392444
44817_Slc6a8	0.180132	-0.0382614	-0.0110827	-0.708916	-0.579548	-0.0312034
44818_AABR03065240	-0.293205	-0.184466	-0.344914	0.849363	-0.0748478	-0.134922
44823_TC558135	-0.226884	-0.289077	-0.296001	-0.628982	-0.741794	-0.0152831
44843_RGD1311379_predicted	-0.552828	-0.295069	-0.181692	-0.740176	-0.650181	-0.244336
44902_Gap43	-0.258806	-0.497061	-0.105275	-0.358938	-0.838453	0.0162139
44923_XM_341697	-0.264279	-0.159025	-0.207433	0.702302	-0.0463846	-0.0847486
44934_AW916604	-0.219055	-0.118316	-0.0941085	-0.883381	-0.459943	-0.0555195
44996_AA818690	-0.357152	-0.173221	-0.351256	0.71302	-0.0421583	-0.108019
45175_Ache	-0.0834631	0.0429173	-0.206807	-0.75894	-0.766667	-0.0706866
45177_Ms4a7_predicted	0.621433	0.459074	-0.342729	-0.609416	-0.862215	0.0986633
