	"TE A1 Corn Oil 10 ml/kg 48hrs"	"TE A3 Corn Oil 10ml/kg 48hrs"	"TE B1 TCDD 10ug/kg 48hrs"	"TE B2 TCDD 10ug/kg 48hrs"	"TE A2 Corn Oil 10 ml/kg 48hrs    "	"TE B3 TCDD 10ug/kg 48hrs"
20658_D330038O06Rik	-0.486904	-0.413525	-0.508488	-0.450668	-0.0168512	0.100561
20687_Slc23a1	0.159669	0.261373	0.498767	0.630704	0.186404	0.373224
20710_Atg4d	-0.372745	-0.486392	-0.326663	-0.262282	-0.495763	-0.623117
20741_Jag1	-0.110314	-0.146509	-0.0987468	0.520159	-0.0920512	0.0787868
20752_Fgf2	-0.0591552	-0.472673	-0.378464	-0.252766	-0.526164	-0.241628
20772_Zcchc14	0.45887	0.54367	0.152432	0.241002	0.450628	0.10493
20782_Kif22	-0.323506	-0.522914	-0.193023	-0.0918619	-0.062043	0.235086
20802_Mup6	-0.328079	-0.50955	-0.136518	-0.202005	-0.410631	-0.449673
20842_Syt6	-0.252126	-0.581041	-0.333265	-0.323406	-0.497268	-0.276384
20853_Klf10	-0.0365375	0.382753	-0.541634	-0.36875	0.348746	0.0348644
20860_Rarb	-0.418289	-0.308699	-0.507566	-0.204092	-0.191878	0.0177368
20905_5830433M19Rik	0.21269	0.286721	0.253121	0.524925	0.315517	-0.12007
20910_Rpl21	-0.345948	-0.506371	-0.529475	-0.471497	-0.178765	0.0044805
20916_Gm3190	-0.296996	-0.490505	-0.353929	-0.311576	-0.49459	-0.352937
20968_Adamdec1	-0.985058	-0.481021	-0.0728078	-0.203825	-0.374259	0.0274969
21061_Zfp655	0.0423743	0.256089	0.159381	0.504725	0.269162	0.20003
21113_Cyp2s1	-0.422577	-0.198517	-0.0174055	0.495705	0.0466352	0.0170735
21134_Zfp423	-0.31267	-0.509204	-0.39705	-0.284889	-0.527991	-0.324724
21170_Sod3	0.764189	0.391261	0.253238	-0.0535659	0.637708	0.0914498
21195_Kras	0.182604	0.298304	0.241688	0.549977	0.432087	0.248942
21207_Fgf8	-0.197842	-0.359185	-0.310002	-0.236906	-0.534488	-0.406702
21281_Stmn4	0.0986651	-0.0360213	-0.176576	-0.00198505	-0.383628	-0.498259
21290_Slc25a30	0.518473	0.356649	-0.186993	0.2413	0.314899	-0.193906
21336_Cyp2b9	-1.36938	-1.45238	-1.7368	-1.18872	-1.62934	-1.02337
21337_Apob	0.0647863	-0.222987	-0.242262	-0.174505	-0.105795	-0.959369
21376_Secisbp2	-0.0196781	0.0365073	0.30378	0.49873	0.105894	0.0557983
21401_Itga10	0.0269015	-0.480568	-0.399232	-0.365079	-0.583818	-0.554103
21411_Mink1	-0.443041	-0.646927	-0.465418	-0.375309	-0.202937	0.0580982
21412_Pion	0.185181	0.365909	0.66155	0.431674	0.431852	0.35943
21466_BC014805	-1.96044	-1.84214	-1.44042	-1.04706	-1.71154	-0.786067
21540_A_52_P127842	-0.30952	-0.686916	-0.548318	-0.43113	-0.704469	-0.607371
21587_Emr1	-0.196143	-0.0983599	-0.145682	-0.109614	-0.537396	0.0558498
21612_Oaz3	0.401745	0.135657	0.00984528	-0.0490246	-0.221953	-0.484351
21618_Polr3b	-0.101601	-0.610472	-0.364465	-0.418032	-0.610281	-0.535759
21691_Cyb5rl	-0.0624097	-0.105048	0.314764	0.293554	0.0624894	0.528939
21761_Prosc	-0.554789	-0.288587	-0.222355	-0.0124958	-0.211148	0.0668571
21776_Chmp4b	-0.351943	-0.52003	-0.183164	-0.277062	-0.197811	-0.206499
21794_C230091D08Rik	0.0437957	0.111244	0.0965473	0.504443	0.308296	0.200584
21803_Fgf21	0.780992	0.357465	-0.356991	0.369765	0.93324	-0.400829
21804_Mafb	-0.794032	-0.111359	-0.1704	-0.0864946	-0.356559	0.222916
21859_Hspa2	-0.232114	-0.496919	-0.293015	-0.31429	-0.659253	-0.56249
21898_Lrrk1	-0.588048	-0.397334	-0.228811	-0.0661597	-0.388103	0.0859799
21906_Etnk1	0.325163	0.378352	0.439458	0.536535	0.308812	0.187581
21923_Fbxo28	0.152527	0.270076	0.154492	0.48228	0.314058	0.234819
21932_Gpr171	0.0392734	-0.00091733199999995	0.0762688	-0.0268516	-0.574023	-0.217374
21976_Ngp	0.234064	-0.457522	-0.242534	-0.298573	-0.586798	-0.470798
22015_A_52_P1173329	-0.758859	-0.208751	-0.452712	-0.347493	-0.3788	-0.14541
22089_A_52_P336748	-0.271759	-0.527677	-0.536202	-0.434026	-0.208802	0.0469214
22113_Lrrc57	0.281291	0.333577	0.337589	0.628373	0.400036	0.200305
22164_Arntl	0.549026	-0.159661	0.122456	-0.0373088	-0.0418589	-0.359822
22278_Tjp1	0.183638	0.255293	0.150193	0.481543	0.188212	0.121931
22308_Serbp1	-0.421982	-0.486676	-0.0561034	-0.11599	-0.189972	0.247375
22314_Ak3l1	0.299447	0.522791	-0.0297059	0.0612495	0.265666	0.361021
22377_3110082D06Rik	-0.257581	-0.555177	-0.465053	-0.360143	-0.540534	-0.361248
22454_Mt1	-0.192685	-0.334288	-0.565666	-0.467281	-0.375836	-0.289731
22472_Gpr135	0.149212	-0.251303	-0.372851	-0.500598	-0.45865	-0.451772
22506_Fem1c	0.309701	0.274872	0.366643	0.491672	0.27347	-0.27115
22522_Fasn	-0.331947	-0.0116903	-0.658415	-0.320112	-0.266211	-0.220664
22547_Fgl1	-0.3392	-0.501434	-0.0421008	-0.535047	-0.348123	-0.607908
22572_Tgfa	0.474783	0.479243	0.360792	0.214207	0.293804	0.00264142
22574_B130040O20Rik	-0.669158	-0.436923	-0.371109	-0.152745	-0.296384	-0.0242207
22575_Btla	0.0137926	-0.395018	-0.417935	-0.269844	-0.506777	-0.289132
22585_Afp	0.0350615	0.0654278	0.539708	0.540818	0.408955	0.414062
22605_Ptprc	-0.480842	-0.508812	-0.25074	-0.355513	-0.258063	-0.0236981
22608_A_52_P932002	0.0201676	-0.155243	-0.220219	-0.252153	-0.697398	-0.379117
22639_Rbmx	0.163258	0.307667	0.448778	0.58488	0.422577	0.0618299
22641_Lta	-0.214291	-0.499838	-0.411892	-0.348184	-0.555579	-0.500412
22690_C9	0.512685	0.47596	0.437984	0.266336	0.337256	0.377323
22696_A_51_P399132	-0.312913	-0.512896	-0.547804	-0.509084	-0.299603	-0.124794
22705_Arsb	0.507283	0.400531	0.23582	0.0439104	0.321946	-0.0318044
22712_Vcl	0.500689	0.61325	0.244189	0.375535	0.315256	0.15461
22754_Cyp2a4	-0.892361	-0.623794	-0.547191	-0.482769	-0.718476	-0.400501
22773_A_51_P500474	-0.593633	-0.306397	-0.303995	0.0659386	-0.235513	-0.196702
22777_Cryaa	-0.0661672	-0.465255	-0.462235	-0.284456	-0.482482	-0.529839
22904_Acnat2	-0.790657	-0.712478	-0.814076	-0.570835	-0.6854	-0.269857
22937_Nek2	0.482218	0.359777	0.386878	0.326223	0.365011	0.0189098
23008_Tmsb4x	-0.370098	-0.552943	-0.106828	-0.432341	-0.260795	-0.167258
23039_Grik4	0.0751834	-0.0954208	-0.0820895	-0.108583	-0.524491	-0.335493
23048_Cd320	0.320867	0.286374	0.231895	0.537415	0.396629	0.217464
23050_Gvin1	-0.305947	-0.546196	-0.0962105	-0.28416	-0.13081	0.101821
23053_Fabp7	-0.602335	-0.646567	-0.147987	-0.355347	-0.317946	0.0110788
23073_Trp53	0.532449	0.34302	0.386989	0.0446213	0.0259078	-0.287701
23079_A_52_P71146	-0.534834	-0.453395	-0.20694	-0.164861	-0.444293	-0.161434
23117_Mybph	-0.219614	-0.502116	-0.440033	-0.367862	-0.586505	-0.366712
23121_Parvb	0.199138	-0.179863	-0.195459	-0.232303	-0.534248	-0.178644
23128_A_51_P277048	-0.254218	-0.757349	-0.653085	-0.456049	-0.746641	-0.634729
23228_Nefh	-0.323709	-0.742946	-0.579762	-0.450929	-0.626681	-0.420616
23234_Aatk	-0.592361	-0.432438	-0.366295	-0.0900299	-0.416329	-0.157044
23242_A_51_P327001	-0.0266388	-0.0204217	0.317021	0.496076	0.27943	0.15927
23243_Cldn2	0.491712	0.479924	0.280182	0.33369	0.371488	0.239924
23281_Mecr	0.49189	0.351697	0.182127	0.00898518	0.25609	0.106205
23289_Rpl22l1	0.254432	0.292309	0.76421	0.50086	0.180526	0.68032
23295_Htatip2	-0.0830489	0.0038852	0.515722	0.442074	-0.0190226	0.433915
23325_Dennd5b	-0.717833	-0.471187	-0.31458	-0.214405	-0.418478	-0.122588
23371_Cdk5r2	-0.420864	-0.713183	-0.676647	-0.574654	-0.317081	0.0286883
23380_Ppp1r3c	0.499594	0.493139	0.334441	0.195843	0.463832	0.370353
23389_Cd163	-0.740173	-0.574774	-0.352613	-0.534876	-0.4035	-0.0563629
23424_B3galt1	0.238656	0.483272	0.545137	0.317883	0.51172	0.0488647
23425_A_52_P555089	0.541623	0.495023	0.0612501	0.0610191	0.277573	0.0889182
23426_Tg	0.0259654	-0.546093	-0.20148	-0.299414	-0.546422	-0.330389
23430_A_52_P432937	0.517178	0.47862	0.0488461	0.0264602	0.280542	-0.0791953
23431_Prosc	-0.488248	-0.367323	-0.180484	-0.271667	-0.268699	0.0472148
23508_Tuba1c	-0.53836	-0.46996	-0.155976	-0.209546	-0.366709	0.0393449
23537_Col3a1	0.495588	0.344157	0.00872504	0.212989	0.195131	0.0300153
23546_Gm15623	0.100726	-0.279483	-0.449189	-0.1196	-0.759074	-0.457912
23557_Herc1	-0.430861	-0.488682	-0.32121	-0.0506591	-0.197977	0.0311799
23583_Slc8a3	-0.16484	-0.577264	-0.522648	-0.386483	-0.671954	-0.535116
23589_Prkrir	0.29736	0.489958	0.457963	0.625762	0.487701	0.171323
23592_Trp53	0.570362	0.32334	0.382436	0.0519303	-0.0551301	-0.318736
23597_Cd8b1	0.154681	-0.580848	-0.126399	-0.231761	-0.419674	-0.511297
23616_A_52_P176983	-0.385613	-0.648977	-0.565445	-0.414657	-0.223213	0.0548578
23644_Stk40	0.569437	0.355147	0.0881356	-0.105944	0.398746	0.138434
23658_Pes1	-0.475702	-0.575157	-0.0771559	-0.123731	-0.350527	0.0820573
23681_Serpinb1c	-0.484141	-0.563644	-0.688551	-0.391695	-0.593566	-0.446833
23700_Shroom2	0.38454	0.445384	0.265758	0.593222	0.45789	0.0738918
23759_Tmem221	-0.00179028	-0.499306	-0.521218	-0.345294	-0.687953	-0.635493
23794_A_51_P299527	-1.1924	-1.16981	-1.25821	-0.659304	-1.03373	-0.34313
23813_Trp53	0.547795	0.369772	0.42028	0.113486	0.0461793	-0.286112
23837_Nop56	-0.00324966	-0.157236	-0.270422	-0.1982	-0.486157	-0.476654
23932_Disc1	-0.2654	-0.377651	-0.514891	-0.299118	-0.488619	-0.43954
23947_Dlx6	-0.453107	-0.626964	-0.440345	-0.377187	-0.497585	-0.406648
23954_Tsc22d1	0.531839	0.15677	0.512456	0.479535	0.149564	0.521841
24102_Slc16a5	-0.561645	-0.340368	-0.489941	-0.148338	-0.154179	-0.0585624
24107_Abcc4	-0.607136	-0.374908	-0.409015	-0.0344083	-0.281396	-0.137866
24160_A_51_P218924	-0.243087	-0.682679	-0.525843	-0.425678	-0.670724	-0.541675
24206_A_52_P209334	-0.566185	-0.342321	-0.115803	0.0381415	-0.155222	-0.0100432
24216_Tmem168	0.348189	0.508171	0.276521	0.341805	0.429691	0.186826
24227_Pls1	0.272926	0.545464	0.716083	0.617533	0.331212	0.233163
24233_A_52_P405828	-0.0463456	-0.303492	-0.0165751	-0.209569	-0.530599	-0.394466
24251_A_52_P533422	-0.618745	-0.495366	-0.526584	-0.179616	-0.0274902	0.0704775
24259_Qrich1	0.340323	0.563553	0.296762	0.200543	0.258716	-0.277924
24268_Fgf8	-0.24603	-0.416657	-0.367619	-0.235085	-0.565522	-0.406467
24285_Slc4a7	-0.443474	-0.703709	-0.5198	-0.364642	-0.195708	0.0463961
24425_A_52_P123693	-0.226914	-0.253618	-0.583389	-0.480722	-0.220522	-0.0562283
24454_Cyp3a16	0.00140105	-0.0338216	-1.14935	-0.27216	-0.040225	-0.229647
24481_Irf1	0.0642733	-0.234992	-0.279496	-0.363322	-0.554307	-0.365552
24485_Slc17a6	0.12162	-0.499239	-0.429559	-0.241578	-0.584317	-0.509442
24564_Ninj2	-0.516663	-0.429316	-0.162621	-0.0231172	-0.162599	0.118416
24636_P2rx7	-0.577656	-0.401699	-0.31948	-0.115865	-0.186085	0.0327457
24640_Jun	-0.0195842	-0.220752	-0.178764	0.52577	0.279306	0.16176
24646_Zfp617	0.455138	0.607218	0.513488	0.540474	0.421055	0.1156
24652_Blm	-0.0794544	0.105837	0.0629382	0.123982	-0.696161	0.130701
24733_Blnk	-0.55938	-0.585269	-0.353857	-0.338579	-0.458673	-0.195141
24737_Calb2	0.185315	-0.322172	-0.295772	-0.246151	-0.670487	-0.059221
24750_Hnrnph3	-0.478311	-0.38154	-0.14804	-0.212739	-0.348546	0.108903
24757_Ccrn4l	-0.918327	-0.239191	-0.366714	-0.184448	-0.695656	-0.00887625
24785_4931419H13Rik	-0.296026	-0.554894	-0.450403	-0.384339	-0.581439	-0.371471
24795_Adrbk2	-0.177344	-0.532499	-0.488573	-0.361204	-0.530831	-0.26765
24821_A_52_P373480	-0.17115	-0.438405	-0.426927	-0.248423	-0.767702	-0.252866
24895_A_52_P6621	-0.479305	-0.312612	-0.253866	-0.249235	-0.0569162	0.004013
24898_Mt1	-0.19493	-0.331639	-0.546648	-0.450236	-0.386295	-0.313788
25013_Mt1	-0.201107	-0.331906	-0.547845	-0.47088	-0.379603	-0.257359
25042_Fbxl7	-0.479607	-0.410117	-0.259044	-0.169504	-0.139977	0.0218784
25063_Fn1	-0.737259	-0.656919	-0.732121	-0.354862	-0.289458	-0.1058
25094_Cd52	-0.044272	-0.241678	-0.0160456	-0.231957	-0.163623	-0.492728
25166_Zfp276	-0.0522382	0.496474	0.0397593	0.359288	0.363379	0.0291813
25185_Adnp2	0.0575437	0.136395	0.0477772	0.484298	0.247325	0.0351709
25243_A_52_P571996	-0.151112	-0.0855324	0.201658	0.488329	0.242511	0.00322894
25328_Gem	0.478002	0.346827	0.187294	0.128686	0.504139	0.0759517
25352_Rnf207	-0.0107338	-0.529822	-0.521164	-0.326517	-0.548972	-0.505507
25359_1700019L03Rik	-0.403837	-0.481042	-0.141507	-0.277794	-0.499844	-0.228719
25432_Fgf21	0.948931	0.632617	0.092862	0.251036	1.07275	-0.0212989
25452_Lsm14b	-0.170754	-0.502921	-0.341292	-0.114035	-0.111568	-0.113338
25563_Fhit	0.175799	0.172851	1.03542	0.912568	0.316153	0.620608
25608_Sts	-0.0069086300000001	-0.148136	-0.479227	-0.360885	-0.100117	0.0731781
25635_C6	0.51099	0.503835	0.424297	0.547616	0.290004	0.138173
25652_Fmo2	-0.538156	-0.198785	0.212817	0.559305	0.0300057	0.133686
25670_Ldlr	-0.496988	-0.322707	-0.228731	-0.0958057	-0.346343	-0.0158238
25684_Mapre2	-0.518818	-0.543483	-0.4271	-0.317458	-0.379608	-0.00436565
25713_Col2a1	0.641612	0.337104	0.181321	0.0990338	0.0400819	-0.1941
25717_Arl4d	-0.489827	-0.722178	-0.580629	-0.492083	-0.254098	0.00715619
25725_Tceb3	0.140515	0.0473217	-0.0743656	-0.140824	-0.167171	-0.560147
25738_Rnasek	0.508606	0.39151	0.252904	0.293116	0.241351	-0.0487125
25789_C4a	-0.0418561	-0.0579165	0.564058	0.59534	0.0424262	0.712068
25803_Myh14	-0.300019	-0.53655	-0.515479	-0.340788	-0.53084	-0.328575
25856_Ptprc	-0.469277	-0.514823	-0.243266	-0.378297	-0.257674	0.00284815
25860_Zbp1	-0.248906	-0.589823	-0.263263	-0.360329	-0.407509	-0.10972
25878_Gm5134	-0.229966	-0.594379	-0.530639	-0.409763	-0.663437	-0.512996
25881_3830417A13Rik	-0.41133	-0.551248	-0.51258	-0.336165	-0.570902	-0.293584
25916_Nuak1	-0.266747	-0.321391	-0.483991	-0.1521	-0.140011	-0.148268
25922_Fam117b	-0.637143	-0.578363	-0.596543	-0.313144	-0.268569	0.193095
25944_Jsrp1	-0.437868	-0.760767	-0.662474	-0.451281	-0.671681	-0.487657
26028_Med19	0.389962	0.490968	0.447144	0.289337	0.34702	0.230806
26101_Celsr1	-0.223944	-0.351838	-0.547488	-0.304466	-0.201327	0.0929786
26137_Med14	0.252883	0.24477	0.149964	0.510583	0.396212	0.146281
26147_Ube2h	0.523125	0.450134	0.0135584	0.0818915	0.249514	0.166027
26153_Neat1	-0.520491	-0.192747	-0.0468243	-0.0457791	-0.40961	0.129997
26194_A_52_P662469	-0.159478	-0.287764	-0.739809	-0.191721	-0.0505027	-0.00262326
26201_Zscan18	0.0169586	-0.476728	-0.384687	-0.315304	-0.50657	-0.168107
26308_Zfp36l3	-0.220549	-0.579146	-0.597281	-0.383196	-0.710166	-0.516036
26333_Zmym4	0.402021	0.506852	0.488763	0.688146	0.393191	0.0766944
26351_Scly	-0.170315	-0.146735	-0.223031	-0.370828	-0.618353	-0.371841
26361_Meis1	-0.116952	-0.424931	-0.324217	-0.309535	-0.526397	-0.463065
26362_Nkpd1	-0.240881	-0.412054	-0.419432	-0.27674	-0.604364	-0.381282
26366_Prdm2	0.23797	0.517042	0.322951	0.28385	0.555069	0.0608623
26367_Pabpc6	-0.383314	-0.677114	-0.477653	-0.416014	-0.649166	-0.358284
26376_Esr1	-0.242255	-0.542541	-0.0592547	0.078632	-0.185598	0.177831
26467_Lrrc28	0.0421851	0.216613	0.216065	0.496982	0.162138	0.0384526
26472_Hand2	0.264426	-0.415658	-0.409041	-0.406057	-0.516733	-0.352166
26473_Vps72	0.555022	0.334842	0.224861	-0.0522024	-0.20467	-0.115718
26490_1810048J11Rik	-0.437926	-0.478452	-0.359227	-0.030301	-0.190701	-0.13918
26499_Pa2g4	0.483657	0.467772	0.240285	0.463034	0.483287	0.0668187
26580_A_52_P653303	-0.577328	-0.391208	-0.438902	-0.2308	-0.324562	-0.118483
26592_Esr1	-0.291306	-0.520128	-0.0847323	0.096524	-0.205663	0.138669
26691_Ccdc40	-0.215387	-0.556531	-0.588778	-0.417496	-0.655879	-0.189621
26694_Zfp617	0.43457	0.524967	0.506872	0.431873	0.0443936	0.0510033
26759_Galns	0.446669	0.393882	0.256456	0.331311	0.543177	0.239866
26762_Synj2	-0.450415	-0.403239	-0.27803	-0.259027	-0.513948	-0.312222
26773_1500011K16Rik	0.00561944	-0.0171506	0.257221	0.223021	0.0378962	0.632586
26776_Tet3	0.0172958	-0.560053	-0.321074	-0.0979633	-0.647593	-0.330477
26778_Ccdc21	0.291001	0.488114	0.231455	0.347832	-0.232348	-0.068132
26795_Krt83	-0.136855	-0.419749	-0.268995	-0.294302	-0.374037	-0.48193
26796_1700096K18Rik	0.206574	0.260844	0.382151	0.619729	0.367935	-0.0147938
26801_Gsn	-0.272611	-0.135635	-0.680406	-0.413054	-0.199463	0.18699
26864_Pde4dip	0.208625	-0.141052	-0.0043928	-0.174237	-0.817877	-0.123343
26881_Kcnj9	-0.26651	-0.516252	-0.484617	-0.362228	-0.525436	-0.171373
26907_Gm10055	-0.262635	-0.197481	-0.150654	-0.293552	-0.442381	-0.55424
26917_U2af1	-0.320326	-0.522882	0.100468	0.119835	-0.113874	0.0314498
27053_Ranbp6	0.194037	0.300071	0.244005	0.55134	0.379462	0.0812646
27126_A_52_P920818	0.0459292	0.366317	0.206242	0.484941	0.254378	0.229156
27175_Mpzl2	-0.547646	-0.368346	-0.353977	-0.322704	-0.289948	0.145915
27305_Pbx4	0.0216304	-0.33013	-0.434889	-0.347066	-0.57126	-0.483508
27331_A_52_P486964	0.103109	-0.267104	-0.223491	-0.193374	-0.515528	-0.508468
27339_Myc	0.3926	-0.0979314	0.162625	0.616859	-0.110922	0.418874
27346_Arid3a	0.0279174	-0.172549	-0.0986612	-0.214157	-0.488389	-0.311275
27363_BC049807	-0.731041	-0.679717	-0.389733	-0.215332	-0.412309	-0.164612
27374_A_52_P35470	-0.393673	0.215506	0.390831	0.881242	0.337765	0.491403
27385_9030420J04Rik	0.501742	0.476256	0.322541	-0.0664943	0.255257	0.057664
27466_Apob	0.0403382	-0.238033	-0.281562	-0.196299	-0.0495944	-0.84405
27478_Cyp4a10	-0.575883	-0.446523	-1.18019	-0.880501	-0.378058	-0.357793
27521_Ppm1d	0.494301	0.525914	0.301036	0.622709	0.638063	0.131533
27529_A_51_P478930	-0.538777	-0.314629	-0.090781	0.216069	-0.160713	0.08158
27579_Gpr62	-0.120714	-0.457667	-0.472501	-0.333988	-0.542192	-0.291409
27634_Akr1b10	-0.16259	-0.337783	-0.220255	-0.286112	-0.502762	-0.435419
27781_Myc	0.373841	-0.134791	0.135012	0.611148	-0.0664899	0.425456
27794_Osbpl1a	0.0480107	-0.560259	-0.501058	-0.372065	-0.693	-0.46469
27891_Ddhd1	0.10841	-0.264341	-0.333416	-0.303974	-0.49881	-0.354626
27959_Esr1	-0.282129	-0.525318	-0.0426077	0.0835447	-0.188714	0.148998
27978_Xist	-2.01367	-2.33071	-2.21495	-1.54381	-1.88322	-0.571694
27980_A_52_P842938	-0.47024	-0.448433	-0.528735	-0.269234	-0.562949	-0.342435
28039_A_51_P150145	-0.616928	-0.544151	-0.649452	-0.401132	-0.518754	-0.102614
28067_A_51_P442072	-0.313038	-0.505072	-0.29557	-0.369444	-0.522654	-0.323937
28116_A_51_P422223	-0.344632	-0.603584	-0.517295	-0.407071	-0.219892	0.0702077
28133_Ptms	0.494352	0.209646	0.183491	0.215927	0.0743235	0.0457946
28144_Ppfia2	-0.368767	-0.636532	-0.471148	-0.393841	-0.527132	-0.133602
28153_Adar	0.353014	0.320314	0.19988	0.482773	0.206816	0.0865579
28171_Ugt2b1	0.538427	0.289561	0.228675	0.384443	0.221816	0.0965322
28223_1700081L11Rik	0.275418	0.250307	0.261362	0.576899	0.250655	0.2623
28244_A_52_P273865	-0.16832	-0.511243	-0.563445	-0.381078	-0.619687	-0.472177
28247_Cntn5	-0.316852	-0.563719	-0.521467	-0.284596	-0.547528	-0.573455
28351_Cyp4a14	-1.03605	-0.579912	-2.00728	-1.47683	-0.609912	-0.725726
28354_Lta	-0.345072	-0.410738	-0.636854	-0.324804	-0.583644	-0.386457
28360_Atic	0.248729	0.269658	0.281459	0.56749	0.217151	0.131717
28392_Sacm1l	0.406779	0.479157	0.444254	0.398545	0.199236	-0.0545427
28440_Iqcf1	-0.527583	-0.505189	-0.47383	-0.182403	-0.169135	-0.189975
28490_Vdr	-0.436878	-0.527478	-0.663319	-0.337283	-0.642046	-0.489472
28516_B9d1	0.0228463	-0.243848	-0.17947	-0.191593	-0.561008	-0.595297
28586_B3gnt2	0.535119	0.570937	0.310369	0.242104	0.282349	-0.14105
28648_A_52_P1052029	-0.552924	-0.0784185	0.00058081300000003	-0.0124082	-0.210549	0.069094
28687_Sik3	0.0876568	-0.111555	-0.078877	-0.16484	-0.137885	-0.487187
28733_Marveld2	0.485384	0.480101	0.169025	0.088986	0.239264	0.0275703
28734_D230025D16Rik	0.358256	0.499016	0.227937	0.260877	0.335219	0.207655
28764_Cyfip2	0.300911	0.223595	1.13058	0.893245	-0.00786962	0.0261503
28770_A_52_P292251	-0.0892414	-0.383987	-0.481778	-0.411251	-0.191255	0.029111
28820_A_52_P327146	-0.797912	-0.434687	-0.33769	-0.231169	-0.72595	0.0936675
28919_Nfasc	-0.204202	-0.651293	-0.576066	-0.369308	-0.696925	-0.56045
28925_Dido1	-0.911823	-0.402549	-0.350481	-0.292296	-0.457931	0.0406296
28927_Gm11428	-0.37677	-0.447121	-0.0635049	-0.53081	-0.173954	0.0548433
29045_Unc13c	0.241359	-0.226879	-0.279298	-0.307223	-0.522522	-0.416182
29069_Aacs	-0.504059	0.042744	-0.0646131	0.0305999	-0.282518	-0.120354
29070_Trp53	0.541115	0.343012	0.425842	0.0163764	0.096267	-0.291932
29152_Zfp846	0.154644	0.24777	0.428655	0.610593	0.146124	0.362115
29165_Igtp	-0.470544	-0.576178	-0.311208	-0.385529	-0.52935	-0.389849
29172_Myc	0.382609	-0.125453	0.168391	0.622261	-0.0390267	0.432299
29183_Mdfi	-0.235828	-0.300524	-0.321752	-0.219876	-0.386804	-0.502212
29186_Dhcr7	0.26024	0.337623	0.268591	0.50698	0.408781	0.371063
29208_Abcb1b	-0.382501	-0.480971	-0.434796	-0.327846	-0.60847	-0.237135
29221_Cyp26a1	-0.669429	-0.753646	-0.564282	-0.677615	-0.966803	-0.0946918
29272_Rreb1	0.529085	0.458976	0.0953083	0.294843	0.289425	0.0360785
29285_Ldlr	-0.4866	-0.303177	-0.214226	-0.0894299	-0.315212	0.0144374
29300_Sepsecs	0.270345	0.261175	0.400057	0.768221	0.401354	0.266785
29350_Fgf8	-0.314519	-0.276616	-0.286185	-0.227227	-0.513455	-0.377757
29469_Slc35f2	0.140816	-0.207766	-0.255832	-0.195164	-0.530292	-0.390519
29521_Ntrk2	-1.39029	-0.660712	-1.04787	-0.150902	-0.609931	-0.0785812
29526_Ube2q2	0.226785	0.378884	0.386308	0.505826	0.393888	0.172256
29567_Il25	-0.617237	-0.530195	-0.336683	-0.269217	-0.552735	-0.594954
29584_9930021J03Rik	-0.547222	-0.404625	-0.233401	-0.108906	-0.169459	0.203039
29731_Mt1	-0.173818	-0.3399	-0.522802	-0.461542	-0.346771	-0.299839
29747_Smarca5	0.0986182	0.189773	0.225688	0.539245	0.301831	-0.0578946
29786_2810474O19Rik	-0.546777	-0.195523	-0.421	0.00982165	-0.406189	0.176966
29841_Myof	-0.467426	-0.404083	-0.303491	-0.243199	-0.50727	-0.320278
29844_Spred2	0.522684	0.5109	0.243152	0.477638	0.552616	0.198711
29883_Sucla2	-0.479936	-0.512398	-0.145254	-0.306123	-0.316355	0.0147477
29961_Ankrd56	0.505474	0.393177	0.416366	0.505636	0.489155	0.003577
30003_Pard3	0.45833	0.585098	0.391303	0.251956	0.350846	-0.0615509
30087_Per1	-0.548176	0.174722	-0.309796	-0.186321	-0.316088	0.0480428
30094_Exoc3	0.126224	0.197235	0.520239	0.298849	0.137427	0.138886
30127_H2-Aa	-0.383658	-0.500817	-0.22622	-0.337528	-0.212922	0.0180921
30142_Fbll1	-0.62097	-0.447187	-0.144794	0.143028	-0.205047	0.290805
30160_Tpcn1	-0.614608	-0.395605	-0.407709	-0.249658	-0.450029	0.0708365
30170_Fbxo33	-0.393835	-0.494038	-0.172216	-0.197619	-0.241762	0.0880424
30178_4921517L17Rik	-0.403072	-0.527574	-0.410591	-0.398699	-0.673574	-0.453009
30190_Zdhhc25	-0.272615	-0.271047	-0.595422	-0.229543	-0.627518	-0.299348
30210_Tmem86b	0.372964	0.325803	0.643843	0.832668	0.504009	0.772713
30284_BC006965	-0.320929	-0.537085	-0.41029	-0.221675	-0.0645588	0.214109
30425_Mbip	-0.173633	-0.175217	-0.0907292	0.0674392	-1.69107	-0.201662
30482_BC005764	-0.503549	-0.546436	-0.550721	-0.36673	-0.68457	-0.479772
30484_St3gal6	-0.671498	-0.534147	-0.274824	-0.257189	-0.180251	-0.0408041
30511_4930405H06Rik	0.0519906	0.0773503	1.12079	1.05065	-2.42134	0.623297
30515_Commd1	-0.06944	-0.116853	0.256568	0.190893	-0.682623	0.31454
30528_Lama3	0.471349	0.516899	0.454223	0.584338	0.659111	0.0667763
30577_Myo15	-0.342132	-0.652043	-0.622219	-0.420724	-0.650994	-0.340116
30617_Plekhg3	-0.122332	-0.0838222	-0.481938	-0.42024	-0.0955271	0.135637
30707_Slc1a2	-0.491981	-0.417563	-0.317888	-0.276666	-0.406399	0.0359431
30718_A_52_P55258	-0.664399	-0.876347	-0.753912	-0.45688	-0.615019	-0.19634
